,0,,Tue,23:11:32,491,toulouse
,0,,Tue,23:11:25,491,toulouse
,0,,Tue,23:11:24,103,toulouse
😂,1,people,Tue,23:11:18,869,toulouse
,0,,Tue,23:11:03,224,toulouse
😂,1,people,Tue,23:11:02,104,toulouse
,0,,Tue,23:11:01,224,toulouse
,0,,Tue,23:11:01,284,toulouse
😭,1,people,Tue,23:11:00,869,toulouse
,0,,Tue,23:10:59,826,toulouse
